Trade,Strategy,Symbol,Side,DateIn,TimeIn,QtyIn,PriceIn,DateOut,TimeOut,QtyOut,PriceOut,Reason,Bars,PctGain,Profit,PctMFE,PctMAE,Fraction,Size,CommsIn,CommsInPct,CommsOut,CommsOutPct,SlipIn,SlipInPct,SlipOut,SlipOutPct,Dividends,FXSize,FxIn,FxOut,NetFX,SavedCalcIn,SavedCalcOut,VolumePct_In,VolumePct_Out
828,ASX_Trend_Following,AUI.au,Long,2019-05-06,open,95930.0,8.5,2020-03-16,open,95930.0,7.71,zero position,219,-0.0514,-41907.37,0.2247,-0.1353,0.05,815405,6.6,0.0,650.87,0.0009,4057.84,0.005,3717.29,0.005,34534.8,815405.0,1,1,0,0,0,0.61224,1.84137
829,ASX_Trend_Following,DUI.au,Long,2019-02-18,open,177921.0,4.21,2020-03-16,open,177921.0,4.02,zero position,272,0.0075,5591.23,0.2542,-0.1211,0.05,749047,6.6,0.0,629.41,0.0009,3727.44,0.005,3594.0,0.005,40032.23,749047.41,1,1,0,0,0,5.89318,0.98362
830,ASX_Trend_Following,EGI-202008.au,Long,2020-03-02,open,973967.0,1.045,2020-03-16,open,973967.0,0.84,zero position,10,-0.1825,-185780.29,0.0335,-0.2153,0.05,1017796,6.6,0.0,719.96,0.0009,5064.63,0.005,4115.01,0.005,14609.51,1017795.51,1,1,0,0,0,11.99821,46.37938
831,ASX_Trend_Following,FID.au,Long,2019-06-03,open,163086.0,5.1,2020-03-16,open,163086.0,4.63,zero position,192,-0.0483,-40137.89,0.2294,-0.2118,0.05,831739,6.6,0.0,664.48,0.0009,4109.77,0.0049,3791.75,0.005,37183.61,831738.6,1,1,0,0,0,6.45962,3.06576
832,ASX_Trend_Following,IFM-202511.au,Long,2018-04-03,open,193775.0,0.825,2020-03-16,open,193775.0,1.635,zero position,495,1.074,171689.91,2.0061,-0.0061,0.0123,159864,6.6,0.0,278.8,0.0009,3297.04,0.0206,1593.8,0.005,15017.56,159864.38,1,1,0,0,0,0.38104,0.19351
833,ASX_Trend_Following,KMD.au,Long,2019-09-09,open,391628.0,2.47,2020-03-16,open,403781.727,2.16,zero position,127,-0.054,-52281.84,0.4985,-0.1485,0.05,967321,6.6,0.0,767.51,0.0009,4777.86,0.0049,4249.16,0.0049,43644.9,967321.16,1,1,0,0,0,4.34297,0.30873
834,ASX_Trend_Following,MCY.au,Long,2018-12-10,open,81931.0,3.4,2020-03-16,open,81931.0,4.08,zero position,295,0.2589,72131.13,0.6,-0.0735,0.0192,278565,6.6,0.0,748.58,0.0022,3625.38,0.013,1679.59,0.005,17173.23,278565.4,1,1,0,0,0,10.24266,6.03143
835,ASX_Trend_Following,MCY.au,Long,2019-06-03,open,142647.0,3.62,2020-03-16,open,142647.0,4.08,zero position,194,0.1669,86208.58,0.5028,-0.0055,0.0318,516382,245.14,0.0005,512.16,0.0009,2610.44,0.0051,2924.26,0.005,21348.26,516382.14,1,1,0,0,0,3396.35714,10.5011
836,ASX_Trend_Following,WHF.au,Long,2019-04-15,open,182530.0,4.48,2020-03-16,open,182530.0,4.19,zero position,232,-0.0204,-16650.99,0.2277,-0.1116,0.05,817734,6.6,0.0,673.02,0.0009,4070.42,0.005,3842.26,0.005,36962.32,817734.4,1,1,0,0,0,11.31338,2.24139
837,ASX_Trend_Following,BFG.au,Long,2019-11-25,open,977130.0,1.015,2020-03-23,open,977130.0,0.61,zero position,81,-0.3552,-352297.92,0.4877,-0.399,0.05,991787,6.6,0.0,524.52,0.0009,4910.08,0.005,3004.67,0.005,43970.85,991786.95,1,1,0,0,0,2.50483,1.4695
838,ASX_Trend_Following,CDA.au,Long,2019-02-04,open,91229.0,3.27,2020-03-23,open,91229.0,4.16,zero position,287,0.3368,100467.47,1.6422,-0.1101,0.0197,298319,6.6,0.0,333.97,0.0009,3621.36,0.0121,1906.69,0.005,19614.23,298318.83,1,1,0,0,0,0.8703,0.09715
839,ASX_Trend_Following,MAQ.au,Long,2019-07-29,open,40536.0,22.11,2020-03-23,open,40536.0,19.45,zero position,155,-0.1211,-108526.17,0.3704,-0.118,0.05,896251,6.6,0.0,693.81,0.0009,4623.13,0.0052,3962.39,0.005,0.0,896250.96,1,1,0,0,0,2.09121,2.72804
840,ASX_Trend_Following,SDG-202310.au,Long,2020-03-09,open,575310.0,1.7,2020-03-23,open,575310.0,1.095,zero position,10,-0.3565,-348623.52,0.0,-0.3559,0.05,978027,6.6,0.0,554.37,0.0009,4861.37,0.005,3164.2,0.005,0.0,978027.0,1,1,0,0,0,3.05582,4.58546
841,ASX_Trend_Following,SFC.au,Long,2019-11-18,open,68613.0,14.33,2020-03-23,open,68613.0,10.65,zero position,68,-0.2261,-222269.63,0.2073,-0.2533,0.05,983224,6.6,0.0,643.04,0.0009,4940.14,0.005,3670.8,0.005,30875.85,983224.29,1,1,0,0,0,89.80759,26.36933
842,ASX_Trend_Following,KIL-202312.au,Long,2019-11-18,open,433346.0,2.23,2020-03-31,open,433346.0,1.395,zero position,17,-0.375,-362382.49,0.0538,-0.3722,0.05,966362,6.6,0.0,531.98,0.0009,4940.14,0.0051,3033.42,0.005,0.0,966361.58,1,1,0,0,0,35.05752,0.46206
843,ASX_Trend_Following,OCL.au,Long,2019-11-25,open,109906.0,5.2,2020-04-01,open,109906.0,5.22,reduce position,88,0.0023,1316.88,0.3269,-0.2212,0.0289,571511,6.6,0.0,874.64,0.0015,4910.08,0.0086,2885.03,0.005,0.0,571511.2,1,1,0,0,0,1.04429,0.70081
844,ASX_Trend_Following,PBP-202406.au,Long,2018-12-31,open,282680.0,1.56,2020-04-01,open,282680.0,2.06,reduce position,305,0.3506,154614.13,0.5897,-0.0577,0.0301,440981,6.6,0.0,853.27,0.0015,3546.86,0.008,2925.74,0.005,14134.0,440980.8,1,1,0,0,0,3.95822,4.53093
845,ASX_Trend_Following,DTL.au,Long,2019-01-29,open,132505.0,1.615,2020-04-06,open,132505.0,3.26,zero position,301,1.1146,238519.79,2.096,-0.0155,0.0148,213996,6.6,0.0,380.13,0.0009,3008.46,0.0141,2173.08,0.005,20935.79,213995.58,1,1,0,0,0,1.23753,0.13025
846,ASX_Trend_Following,PBP-202406.au,Long,2018-12-31,open,187103.0,1.56,2020-04-06,open,187103.0,1.985,zero position,308,0.3033,88540.5,0.5897,-0.0577,0.0199,291881,6.6,0.0,326.83,0.0009,3546.86,0.0122,1866.35,0.005,9355.15,291880.68,1,1,0,0,0,2.6199,7.88566
847,ASX_Trend_Following,RUL-202602.au,Long,2019-12-23,open,569712.0,0.855,2020-04-06,open,569712.0,0.805,zero position,71,-0.0593,-28895.78,0.462,-0.3216,0.0233,487104,6.6,0.0,403.58,0.0009,5167.68,0.0106,2307.33,0.005,0.0,487103.76,1,1,0,0,0,3.55085,3.60083
848,ASX_Trend_Following,SLM-202007.au,Long,2020-03-23,open,1065969.0,0.765,2020-06-02,open,1065969.0,0.67,zero position,39,0.0188,15354.44,0.1111,-0.1242,0.05,815466,6.6,0.0,628.5,0.0009,4077.33,0.005,3597.65,0.005,117256.59,815466.29,1,1,0,0,0,3.97112,26.05963
849,ASX_Trend_Following,EGI-202008.au,Long,2020-07-06,open,813089.0,1.035,2020-08-07,close,813089.0,1.13,end of data,24,0.0908,76428.32,0.0966,-0.0097,0.05,841547,6.6,0.0,808.54,0.0009,4187.41,0.005,4614.28,0.005,0.0,841547.11,1,1,0,0,0,4.31345,5.82013
850,ASX_Trend_Following,OCL.au,Long,2020-05-01,open,52135.0,6.13,2020-09-01,open,52135.0,11.95,reduce position,86,0.9454,302144.93,1.0392,-0.0522,0.0195,319588,366.26,0.0011,914.51,0.0015,1590.12,0.005,3130.71,0.005,0.0,319587.55,1,1,0,0,0,1.67782,1.04114
851,ASX_Trend_Following,OCL.au,Long,2019-11-25,open,25224.0,5.2,2020-09-01,open,25224.0,11.95,reduce position,194,1.2916,169410.82,1.4038,-0.2212,0.0066,131165,6.6,0.0001,844.58,0.0028,4910.08,0.0374,1514.7,0.005,0.0,131164.8,1,1,0,0,0,0.23967,0.50372
852,ASX_Trend_Following,TGG-202110.au,Long,2020-08-24,open,721460.0,1.235,2020-09-21,open,721460.0,1.135,zero position,19,-0.0534,-47622.09,0.0162,-0.081,0.05,891003,6.6,0.0,720.59,0.0009,4382.87,0.0049,4112.32,0.005,25251.1,891003.1,1,1,0,0,0,23.67694,4.1941
853,ASX_Trend_Following,AVG.au,Long,2020-09-28,open,1005585.0,0.495,2020-12-01,open,1005585.0,0.595,reduce position,46,0.2546,126749.07,0.298,-0.1414,0.0277,497765,6.6,0.0,953.62,0.0016,4490.86,0.009,3016.76,0.005,27150.79,497764.58,1,1,0,0,0,1.78959,2.24291
854,ASX_Trend_Following,WLS-202212.au,Long,2020-10-05,open,1145650.0,0.69,2020-12-21,open,1145650.0,0.655,zero position,49,-0.0516,-40764.7,0.087,-0.0435,0.0435,790499,6.6,0.0,660.35,0.0009,3895.21,0.0049,3780.64,0.005,0.0,790498.5,1,1,0,0,0,11.04166,30.1471
855,ASX_Trend_Following,OTW-202203.au,Long,2020-12-21,open,225575.0,4.35,2021-01-18,open,225575.0,3.61,zero position,17,-0.1709,-167648.71,0.0345,-0.1793,0.05,981251,6.6,0.0,716.61,0.0009,5041.6,0.0051,4094.19,0.005,0.0,981251.25,1,1,0,0,0,12.33324,43.46339
856,ASX_Trend_Following,PAC.au,Long,2020-08-31,open,154702.0,5.8,2021-03-01,open,154702.0,5.22,zero position,125,-0.0577,-51768.9,0.119,-0.0983,0.05,897272,6.6,0.0,710.64,0.0009,4470.89,0.005,4060.93,0.005,38675.5,897271.6,1,1,0,0,0,4.24959,1.68127
857,ASX_Trend_Following,ALF-202103.au,Long,2020-09-07,open,969005.0,0.925,2021-03-17,close,969005.0,1.005,end of data,131,0.0855,76656.81,0.1135,-0.027,0.05,896330,6.6,0.0,856.99,0.0009,4457.42,0.005,4893.48,0.005,0.0,896329.62,1,1,0,0,0,37.35563,0.80136
858,ASX_Trend_Following,PIA.au,Long,2020-06-15,open,768571.0,1.07,2021-04-19,open,768571.0,1.235,zero position,214,0.1999,164400.88,0.271,-0.0421,0.05,822371,6.6,0.0,835.28,0.0009,4092.64,0.005,4765.14,0.005,38428.55,822370.97,1,1,0,0,0,4.41226,5.81295
859,ASX_Trend_Following,EAI-202305.au,Long,2020-07-27,open,836401.0,1.01,2021-05-17,open,836401.0,1.135,zero position,202,0.1723,145528.17,0.297,-0.0099,0.05,844765,6.6,0.0,835.4,0.0009,4202.92,0.005,4767.49,0.005,41820.05,844765.01,1,1,0,0,0,9.61336,14.10528
860,ASX_Trend_Following,NCC.au,Long,2020-08-31,open,961480.0,0.925,2021-06-07,open,961480.0,1.01,zero position,192,0.1693,150571.94,0.2595,-0.0486,0.05,889369,6.6,0.0,854.56,0.0009,4470.88,0.005,4879.51,0.005,69707.3,889369.0,1,1,0,0,0,20.29681,10.03067
861,ASX_Trend_Following,RDF-202106.au,Long,2021-03-01,open,1201849.0,0.88,2021-06-08,close,1201849.0,0.955,end of data,63,0.0843,89122.05,0.0909,-0.0057,0.05,1057627,6.6,0.0,1010.03,0.0009,5258.09,0.005,5753.85,0.005,0.0,1057627.12,1,1,0,0,0,11.3548,22.76833
862,ASX_Trend_Following,ACQ.au,Long,2020-09-21,open,725537.0,1.265,2021-07-05,open,725537.0,1.465,zero position,198,0.2183,200394.5,0.4229,-0.0514,0.05,917804,6.6,0.0,935.36,0.0009,4498.1,0.0049,5332.7,0.005,56229.06,917804.31,1,1,0,0,0,4.41491,5.4729
863,ASX_Trend_Following,BTI.au,Long,2021-06-15,open,884161.0,1.375,2021-07-26,open,884161.0,1.25,zero position,29,-0.0917,-111499.3,0.0073,-0.0982,0.05,1215721,6.6,0.0,972.58,0.0009,6100.71,0.005,5548.11,0.005,0.0,1215721.38,1,1,0,0,0,11.14521,6.87362
864,ASX_Trend_Following,EAI-202305.au,Long,2021-07-05,open,1033092.0,1.215,2021-08-16,open,1033092.0,1.15,zero position,29,-0.0543,-68203.07,0.0123,-0.0782,0.05,1255207,6.6,0.0,1045.49,0.0009,6198.55,0.0049,5966.11,0.005,0.0,1255206.78,1,1,0,0,0,110.87057,13.9167
865,ASX_Trend_Following,BCI.au,Long,2021-01-18,open,1851607.0,0.295,2021-09-01,open,1851607.0,0.485,reduce position,158,0.6414,350351.39,1.0847,-0.0508,0.0273,546224,6.6,0.0,1447.34,0.0016,5086.71,0.0093,4490.15,0.005,0.0,546224.06,1,1,0,0,0,2.51073,3.90334
866,ASX_Trend_Following,OCL.au,Long,2021-01-04,open,30561.0,11.86,2021-09-01,open,30561.0,19.85,reduce position,168,0.6708,243146.89,0.7563,-0.0818,0.0179,362453,250.83,0.0007,784.67,0.0013,1812.27,0.005,3048.46,0.005,0.0,362453.46,1,1,0,0,0,0.32518,1.37637
867,ASX_Trend_Following,OCL.au,Long,2019-11-25,open,17020.0,5.2,2021-09-01,open,17020.0,19.85,reduce position,448,2.8198,249566.97,3.0058,-0.2212,0.0045,88504,6.6,0.0001,960.83,0.0028,4910.08,0.0555,1697.75,0.005,1191.4,88504.0,1,1,0,0,0,0.16172,0.76653
868,ASX_Trend_Following,EZL.au,Long,2021-06-07,open,739995.0,1.625,2021-09-06,open,739995.0,1.505,zero position,64,0.0084,10112.61,0.2308,-0.12,0.05,1202492,6.6,0.0,980.05,0.0009,5956.96,0.005,5605.46,0.005,99898.66,1202491.88,1,1,0,0,0,6.77403,13.30352
869,ASX_Trend_Following,WHF.au,Long,2020-09-14,open,190831.0,4.68,2021-09-06,open,190831.0,5.58,zero position,245,0.2351,209924.6,0.3462,-0.0256,0.05,893089,6.6,0.0,937.06,0.0009,4427.28,0.005,5352.81,0.005,39120.35,893089.08,1,1,0,0,0,5.60509,3.12029
870,ASX_Trend_Following,BCI.au,Long,2021-01-18,open,1539533.0,0.295,2021-10-04,open,1539533.0,0.38,zero position,181,0.287,130338.89,1.0847,-0.0508,0.0227,454162,6.6,0.0,514.82,0.0009,5086.71,0.0112,2925.11,0.005,0.0,454162.23,1,1,0,0,0,2.08756,4.66916
871,ASX_Trend_Following,CDM.au,Long,2020-08-10,open,1319474.0,0.65,2021-11-08,open,1319474.0,1.035,zero position,318,0.6986,599152.29,1.0615,-0.0231,0.05,857658,6.6,0.0,1201.78,0.0009,4255.3,0.005,6861.26,0.005,92363.18,857658.1,1,1,0,0,0,2.67043,2.59763
872,ASX_Trend_Following,WAX.au,Long,2020-07-27,open,611333.0,1.385,2021-11-29,open,611333.0,1.58,zero position,343,0.2466,208830.62,0.2924,-0.0325,0.05,846696,6.6,0.0,850.0,0.0009,4202.91,0.005,4860.1,0.005,90477.28,846696.2,1,1,0,0,0,2.84186,1.71087
873,ASX_Trend_Following,NSC.au,Long,2020-09-07,open,1510990.0,0.585,2021-12-13,open,1510990.0,0.87,zero position,323,0.5927,523905.62,0.7521,-0.0427,0.05,883929,6.6,0.0,1156.81,0.0009,4457.42,0.005,6610.58,0.005,94436.88,883929.15,1,1,0,0,0,11.67211,10.08086
874,ASX_Trend_Following,SFC.au,Long,2021-09-06,open,57941.0,22.6,2021-12-13,open,57941.0,20.7,zero position,65,-0.0849,-111149.95,0.0,-0.108,0.05,1309467,6.6,0.0,1055.45,0.0009,6509.67,0.005,6025.86,0.005,0.0,1309466.6,1,1,0,0,0,16.56877,301.77604
875,ASX_Trend_Following,AVG.au,Long,2020-09-28,open,808902.0,0.495,2021-12-20,open,728013.267,0.775,zero position,312,0.6648,266207.51,0.6768,-0.1414,0.0223,400406,6.6,0.0,967.08,0.0017,4490.86,0.0112,3154.72,0.0056,103377.4,400406.49,1,1,0,0,0,1.59951,47.52098
876,ASX_Trend_Following,AVG.au,Long,2021-01-04,open,921973.0,0.58,2021-12-20,open,829777.372,0.775,zero position,246,0.3747,200349.41,0.431,-0.0259,0.0266,534744,352.36,0.0007,565.91,0.0009,2696.77,0.005,3595.69,0.0056,92934.56,534744.34,1,1,0,0,0,20.63184,54.16362
877,ASX_Trend_Following,SNC.au,Long,2021-09-06,open,1251865.0,1.045,2022-01-04,open,1256772.311,0.995,zero position,80,-0.0089,-11688.54,0.0135,-0.0921,0.05,1308199,6.6,0.0,1100.43,0.0009,6509.7,0.005,6259.32,0.005,47128.96,1308198.92,1,1,0,0,0,71.25582,34.01992
878,ASX_Trend_Following,ACQ.au,Long,2021-11-08,open,767341.0,1.74,2022-01-10,open,767341.0,1.55,zero position,42,-0.064,-85460.76,0.0402,-0.1379,0.05,1335173,6.6,0.0,1046.65,0.0009,6637.5,0.005,5985.26,0.005,61387.28,1335173.34,1,1,0,0,0,10.2561,10.76819
879,ASX_Trend_Following,BFG.au,Long,2022-01-04,open,728543.0,1.88,2022-01-24,open,728543.0,1.675,zero position,14,-0.1098,-150431.78,0.0106,-0.109,0.05,1369661,6.6,0.0,1073.87,0.0009,6793.66,0.005,6137.97,0.005,0.0,1369660.84,1,1,0,0,0,7.35174,4.28936
880,ASX_Trend_Following,IFT.au,Long,2021-04-19,open,172692.0,6.51,2022-01-31,open,172692.0,7.06,zero position,200,0.109,122486.98,0.2427,-0.0169,0.05,1124225,6.6,0.0,1072.9,0.0009,5621.12,0.005,6130.57,0.005,28585.88,1124224.92,1,1,0,0,0,9.70343,8.97148
881,ASX_Trend_Following,OCL.au,Long,2021-10-01,open,31075.0,18.2,2022-01-31,open,31075.0,15.17,zero position,82,-0.1678,-94917.99,0.2146,-0.2566,0.0226,565565,172.95,0.0003,587.79,0.0012,2865.12,0.0051,2369.47,0.005,0.0,565565.0,1,1,0,0,0,1.10666,0.76791
882,ASX_Trend_Following,OCL.au,Long,2019-11-25,open,37795.0,5.2,2022-01-31,open,37795.0,15.17,zero position,552,1.9455,382352.2,3.251,-0.2212,0.0099,196534,6.6,0.0,504.55,0.0009,4910.08,0.025,2881.87,0.005,6047.2,196534.0,1,1,0,0,0,0.35911,0.93397
883,ASX_Trend_Following,SPB-202308.au,Long,2020-07-27,open,904506.0,0.68,2022-02-02,open,904506.0,1.195,reduce position,209,0.7552,464502.92,1.5735,-0.2574,0.0363,615064,6.6,0.0,1311.07,0.0012,4202.91,0.0068,5427.04,0.005,0.0,615064.08,1,1,0,0,0,2.676,9.22965
884,ASX_Trend_Following,FID.au,Long,2020-08-17,open,168306.0,5.28,2022-02-07,open,168306.0,7.96,zero position,360,0.579,514504.03,0.7102,-0.0057,0.05,888656,6.6,0.0,1178.95,0.0009,4291.8,0.0048,6732.24,0.005,64629.5,888655.68,1,1,0,0,0,2.22545,1026.2561
885,ASX_Trend_Following,AMH.au,Long,2020-08-17,open,903537.0,0.955,2022-02-14,open,903537.0,1.2,zero position,377,0.313,270100.36,0.466,-0.0157,0.05,862878,6.6,0.0,954.14,0.0009,4291.8,0.005,5443.81,0.005,49694.54,862877.84,1,1,0,0,0,163.44736,6.58809
886,ASX_Trend_Following,EZL.au,Long,2021-12-13,open,761895.0,1.76,2022-02-14,open,761895.0,1.57,zero position,41,-0.0945,-126771.72,0.0,-0.1477,0.05,1340935,6.6,0.0,1052.63,0.0009,6628.49,0.0049,6018.97,0.005,19047.56,1340935.2,1,1,0,0,0,43.77449,13.89635
887,ASX_Trend_Following,MIR.au,Long,2020-08-31,open,341289.0,2.64,2022-02-21,open,341289.0,3.64,zero position,374,0.4363,393089.31,0.5909,-0.0568,0.05,901003,6.6,0.0,1093.22,0.0009,4470.89,0.005,6245.59,0.005,52900.13,901002.96,1,1,0,0,0,5.63378,2.33893
888,ASX_Trend_Following,PSQ-202510.au,Long,2021-11-29,open,452452.0,2.94,2022-02-21,open,452452.0,2.35,zero position,56,-0.2014,-267888.95,0.0136,-0.1973,0.05,1330209,6.6,0.0,935.67,0.0009,6628.42,0.005,5338.93,0.005,0.0,1330208.88,1,1,0,0,0,11.835,70.32204
889,ASX_Trend_Following,PAF-202202.au,Long,2022-02-21,open,1171674.0,1.1,2022-02-21,close,1171674.0,1.075,end of data,0,-0.0236,-30406.85,0.0,-0.0182,0.05,1288841,6.6,0.0,1108.4,0.0009,6414.92,0.005,6327.04,0.005,0.0,1288841.4,1,1,0,0,0,32.95014,32.95014
890,ASX_Trend_Following,WAA.au,Long,2022-02-07,open,1168745.0,1.095,2022-02-28,open,1168745.0,1.025,zero position,15,-0.0648,-82872.96,0.0,-0.0685,0.05,1279776,6.6,0.0,1054.21,0.0009,6428.1,0.005,6019.04,0.005,0.0,1279775.77,1,1,0,0,0,4.52805,28.77903
891,ASX_Trend_Following,KOV.au,Long,2021-05-17,open,130650.0,4.72,2022-03-01,open,130650.0,6.99,reduce position,196,0.5738,353846.38,0.7479,-0.0085,0.0266,616668,6.6,0.0,1515.02,0.0017,5772.52,0.0094,4592.35,0.005,58792.5,616668.0,1,1,0,0,0,9.88126,18.97603
892,ASX_Trend_Following,ALI.au,Long,2021-12-20,open,555277.0,2.37,2022-03-07,open,555277.0,2.32,zero position,51,-0.0072,-9469.41,0.0506,-0.0464,0.05,1316006,6.6,0.0,1133.65,0.0009,6635.56,0.005,6468.98,0.005,19434.7,1316006.49,1,1,0,0,0,11.0325,8.00272
893,ASX_Trend_Following,EGH.au,Long,2020-06-29,open,2558576.0,0.32,2022-03-21,open,2558576.0,0.605,zero position,403,0.9627,788207.6,1.2656,-0.0156,0.05,818744,6.6,0.0,1362.19,0.0009,4093.72,0.005,7803.66,0.005,60382.23,818744.32,1,1,0,0,0,170.57174,27.21629
894,ASX_Trend_Following,HIT.au,Long,2022-02-28,open,582638.0,2.14,2022-03-21,open,582638.0,2.02,zero position,11,-0.0335,-41826.96,0.0,-0.1121,0.0482,1246845,6.6,0.0,1035.7,0.0009,6030.3,0.0048,5913.78,0.005,29131.9,1246845.32,1,1,0,0,0,37.16278,106.06918
895,ASX_Trend_Following,PBP-202406.au,Long,2022-02-21,open,509284.0,2.19,2022-03-21,open,509284.0,2.11,zero position,19,-0.0283,-31509.28,0.0502,-0.0571,0.0451,1115332,6.6,0.0,945.64,0.0009,5780.37,0.0052,5398.41,0.005,10185.68,1115331.96,1,1,0,0,0,94.8564,267.34068
896,ASX_Trend_Following,SPB-202308.au,Long,2020-07-27,open,340802.0,0.68,2022-03-28,open,340802.0,1.145,zero position,220,0.6823,158122.94,1.5735,-0.2574,0.0137,231745,6.6,0.0,343.39,0.0009,4202.91,0.0181,1959.61,0.005,0.0,231745.36,1,1,0,0,0,1.00827,4.54403
897,ASX_Trend_Following,SDG-202310.au,Long,2021-07-26,open,497803.0,2.53,2022-04-04,open,497803.0,2.66,zero position,174,0.2165,272619.79,0.166,-0.0672,0.05,1259442,6.6,0.0,1165.26,0.0009,6222.54,0.0049,6645.67,0.005,209077.26,1259441.59,1,1,0,0,0,13.83324,5.93839
898,ASX_Trend_Following,WIC-202204.au,Long,2022-02-28,open,993798.0,1.27,2022-04-11,close,993798.0,1.49,end of data,29,0.1722,217325.89,0.1772,-0.0039,0.05,1262123,6.6,0.0,1303.07,0.0009,6260.93,0.005,7428.64,0.005,0.0,1262123.46,1,1,0,0,0,20.11452,1.75869
899,ASX_Trend_Following,GVF.au,Long,2022-01-31,open,1071992.0,1.185,2022-04-19,open,1071992.0,1.18,zero position,54,0.0227,28896.02,0.0464,-0.0295,0.05,1270311,6.6,0.0,1113.16,0.0009,6324.75,0.005,6351.55,0.005,35375.74,1270310.52,1,1,0,0,0,11.68906,6.37722
900,ASX_Trend_Following,AMH.au,Long,2022-04-19,open,1076541.0,1.275,2022-05-09,open,1076541.0,1.195,zero position,13,-0.0636,-87261.97,0.0078,-0.0706,0.05,1372590,6.6,0.0,1132.09,0.0009,6728.38,0.0049,6459.25,0.005,0.0,1372589.78,1,1,0,0,0,23.38019,20.80272
901,ASX_Trend_Following,PIC.au,Long,2020-07-20,open,881496.0,0.96,2022-05-09,open,881496.0,1.235,zero position,456,0.402,340174.34,0.4375,-0.0313,0.05,846236,6.6,0.0,958.01,0.0009,4209.14,0.005,5465.28,0.005,98727.55,846236.16,1,1,0,0,0,2.06183,3.19491
902,ASX_Trend_Following,IFT.au,Long,2022-03-28,open,170731.0,7.63,2022-05-16,open,170731.0,7.04,zero position,32,-0.0781,-101795.6,0.0223,-0.0786,0.05,1302678,6.6,0.0,1057.71,0.0009,6445.1,0.0049,6043.88,0.005,0.0,1302677.53,1,1,0,0,0,5.79614,15.66914
903,ASX_Trend_Following,SSG.au,Long,2022-01-10,open,1146846.0,1.185,2022-05-16,open,1146846.0,1.04,zero position,86,-0.0852,-115740.79,0.0422,-0.1308,0.05,1359013,6.6,0.0,1049.59,0.0009,6766.39,0.005,5992.27,0.005,51608.07,1359012.51,1,1,0,0,0,6.18489,12.22494
904,ASX_Trend_Following,GNG.au,Long,2022-01-24,open,601284.0,2.17,2022-05-23,open,601284.0,1.81,zero position,81,-0.1252,-163311.01,0.0276,-0.1659,0.05,1304786,6.6,0.0,957.73,0.0009,6463.8,0.005,5471.68,0.005,54115.56,1304786.28,1,1,0,0,0,12.73205,4.92743
905,ASX_Trend_Following,SDG-202310.au,Long,2022-05-16,open,470883.0,2.75,2022-05-23,open,470883.0,2.7,zero position,5,-0.0191,-24669.57,0.0,-0.0291,0.05,1294928,6.6,0.0,1118.82,0.0009,6356.92,0.0049,6380.46,0.005,0.0,1294928.25,1,1,0,0,0,13.01753,5.31219
906,ASX_Trend_Following,ABA-202502.au,Long,2021-12-13,open,199054.0,6.73,2022-06-14,open,199054.0,6.43,zero position,122,-0.0142,-19047.79,0.0684,-0.0609,0.05,1339633,6.6,0.0,1126.33,0.0009,6628.5,0.0049,6429.44,0.005,41801.34,1339633.42,1,1,0,0,0,23.93915,5.02294
907,ASX_Trend_Following,BBC.au,Long,2022-01-31,open,1036844.0,1.215,2022-06-14,open,1036844.0,1.045,zero position,90,-0.1407,-177223.56,0.0741,-0.1399,0.05,1259765,6.6,0.0,953.48,0.0009,6324.75,0.005,5443.43,0.005,0.0,1259765.46,1,1,0,0,0,10.01143,4.49701
908,ASX_Trend_Following,CAA.au,Long,2021-10-04,open,162093.0,7.9,2022-06-14,open,162093.0,7.61,zero position,173,0.0257,32947.43,0.2519,-0.057,0.05,1280535,6.6,0.0,1085.5,0.0009,6321.63,0.0049,6200.06,0.005,81046.5,1280534.7,1,1,0,0,0,16.8094,3.83952
909,ASX_Trend_Following,QVE-202407.au,Long,2022-04-04,open,1272262.0,1.03,2022-06-14,open,1272262.0,0.975,zero position,47,-0.0426,-55805.47,0.0437,-0.0583,0.05,1310430,6.6,0.0,1091.6,0.0009,6520.34,0.005,6234.08,0.005,15267.14,1310429.86,1,1,0,0,0,5.69645,3.92491
910,ASX_Trend_Following,ALI.au,Long,2022-04-04,open,534454.0,2.46,2022-06-20,open,534454.0,2.19,zero position,51,-0.1105,-145339.18,0.0528,-0.122,0.05,1314757,6.6,0.0,1030.0,0.0009,6520.34,0.005,5878.99,0.005,0.0,1314756.84,1,1,0,0,0,10.78093,2.94535
911,ASX_Trend_Following,EBO.au,Long,2021-03-22,open,37996.0,26.87,2022-06-20,open,37996.0,35.41,zero position,312,0.3459,353197.72,0.5073,-0.0149,0.0473,1020953,6.6,0.0,1183.99,0.0009,5129.46,0.005,6761.39,0.005,29902.47,1020952.52,1,1,0,0,0,30.86596,2.2729
912,ASX_Trend_Following,EQT.au,Long,2022-05-09,open,47472.0,27.79,2022-06-20,open,47472.0,25.39,zero position,27,-0.0872,-115000.08,0.0216,-0.1184,0.05,1319247,6.6,0.0,1060.68,0.0009,6622.34,0.005,6057.43,0.005,0.0,1319246.88,1,1,0,0,0,15.95697,8.31966
