Trade,Strategy,Symbol,Side,DateIn,TimeIn,QtyIn,PriceIn,DateOut,TimeOut,QtyOut,PriceOut,Reason,Bars,PctGain,Profit,PctMFE,PctMAE,Fraction,Size,CommsIn,CommsInPct,CommsOut,CommsOutPct,SlipIn,SlipInPct,SlipOut,SlipOutPct,Dividends,FXSize,FxIn,FxOut,NetFX,SavedCalcIn,SavedCalcOut,VolumePct_In,VolumePct_Out
289,ASX_Trend_Following,ANE-200801.au,Long,2003-06-02,open,8481.0,2.74,2005-03-29,open,8481.0,3.69,zero position,459,0.4876,11330.4,0.5109,-0.0328,0.05,23238,6.6,0.0003,27.54,0.0009,114.92,0.0049,157.32,0.005,3307.59,23237.94,1,1,0,0,0,0.26095,0.45401
290,ASX_Trend_Following,BDS-200705.au,Long,2002-08-12,open,10635.0,1.9,2005-04-04,open,10635.0,3.04,zero position,546,0.7825,15811.1,0.9421,-0.1053,0.05,20206,6.6,0.0003,28.45,0.0009,98.37,0.0049,162.72,0.005,3722.25,20206.5,1,1,0,0,0,0.69058,0.56569
291,ASX_Trend_Following,FWD.au,Long,2002-04-22,open,8563.0,2.26,2005-04-11,open,8563.0,8.23,zero position,743,2.9389,56875.31,3.2212,-0.0221,0.05,19352,6.6,0.0003,62.02,0.0009,99.33,0.0051,354.08,0.005,5822.82,19352.38,1,1,0,0,0,0.30421,0.10388
292,ASX_Trend_Following,ALS-201212.au,Long,2003-04-07,open,5293.0,4.03,2005-04-18,open,5336.261,7.23,zero position,510,0.9738,20772.55,1.2515,-0.0174,0.05,21331,6.6,0.0003,33.95,0.0009,105.6,0.005,192.4,0.005,3562.72,21330.79,1,1,0,0,0,0.01367,0.06346
293,ASX_Trend_Following,ARB.au,Long,2005-04-11,open,12590.0,3.77,2005-04-18,open,12590.0,3.56,zero position,5,-0.0567,-2689.94,0.0,-0.0531,0.05,47464,6.6,0.0001,39.44,0.0009,237.95,0.005,225.36,0.005,0.0,47464.3,1,1,0,0,0,0.21835,0.09134
294,ASX_Trend_Following,VWD-200611.au,Long,2004-04-05,open,27774.0,1.255,2005-04-18,open,27774.0,1.425,zero position,258,0.2418,8429.64,0.5139,-0.0199,0.05,34856,6.6,0.0002,34.83,0.0009,177.75,0.0051,198.58,0.005,3749.49,34856.37,1,1,0,0,0,0.54727,0.18895
295,ASX_Trend_Following,PAC.au,Long,2004-05-03,open,4418.0,7.84,2005-04-26,open,4418.0,11.94,zero position,240,0.5699,19739.62,0.9133,-0.0561,0.05,34637,6.6,0.0002,46.42,0.0009,173.41,0.005,265.08,0.005,1678.84,34637.12,1,1,0,0,0,0.92234,1.31881
296,ASX_Trend_Following,TRU-201312.au,Long,2004-06-07,open,4274.0,8.08,2005-04-27,open,4274.0,8.81,zero position,184,0.1238,4277.0,0.2871,-0.0347,0.05,34534,6.6,0.0002,33.14,0.0009,168.82,0.0049,189.12,0.005,1196.72,34533.92,1,1,0,0,0,0.77723,0.25157
297,ASX_Trend_Following,CNC-200909.au,Long,2005-02-07,open,53320.0,0.945,2005-05-09,open,53320.0,0.755,zero position,62,-0.1596,-8040.03,0.1852,-0.2593,0.05,50387,6.6,0.0001,35.43,0.0009,247.94,0.0049,202.62,0.005,2132.8,50387.4,1,1,0,0,0,0.50061,2.6266
298,ASX_Trend_Following,GNC.au,Long,2005-04-18,open,3351.0,13.27,2005-05-09,open,3351.0,11.24,zero position,13,-0.1539,-6842.28,0.0286,-0.1711,0.05,44468,6.6,0.0001,33.15,0.0009,230.88,0.0052,189.33,0.005,0.0,44467.77,1,1,0,0,0,0.88651,0.07754
299,ASX_Trend_Following,KSC.au,Long,2005-01-31,open,13722.0,3.52,2005-05-09,open,13722.0,2.74,zero position,66,-0.2039,-9850.92,0.0653,-0.2188,0.05,48301,6.6,0.0001,33.09,0.0009,242.19,0.005,188.68,0.005,891.93,48301.44,1,1,0,0,0,0.76111,0.254
300,ASX_Trend_Following,PRT-202201.au,Long,2005-04-18,open,14992.0,2.98,2005-05-09,open,14992.0,2.85,zero position,13,-0.0446,-1993.16,0.0235,-0.0671,0.05,44676,6.6,0.0001,37.6,0.0009,230.88,0.0052,214.39,0.005,0.0,44676.16,1,1,0,0,0,0.05714,1.89269
301,ASX_Trend_Following,SOL.au,Long,2004-06-15,open,5191.0,6.51,2005-05-09,open,5191.0,9.01,zero position,227,0.4318,14590.86,0.7512,-0.0046,0.05,33793,6.6,0.0002,41.16,0.0009,168.45,0.005,235.15,0.005,1661.12,33793.41,1,1,0,0,0,0.06198,0.06943
302,ASX_Trend_Following,CWP.au,Long,2005-03-29,open,20460.0,2.54,2005-05-16,open,20460.0,2.01,zero position,30,-0.2095,-10886.59,0.0236,-0.2126,0.05,51968,6.6,0.0001,36.19,0.0009,245.52,0.0047,206.65,0.005,0.0,51968.4,1,1,0,0,0,1.31221,51.15
303,ASX_Trend_Following,REH.au,Long,2004-11-15,open,3784.0,11.46,2005-05-16,open,3784.0,11.69,zero position,110,0.0295,1278.87,0.1955,-0.0052,0.05,43365,6.6,0.0002,38.93,0.0009,213.8,0.0049,222.31,0.005,454.08,43364.64,1,1,0,0,0,2.35031,3.67379
304,ASX_Trend_Following,RUP-200704.au,Long,2004-05-17,open,4571.0,7.53,2005-05-16,open,4571.0,9.22,zero position,252,0.2803,9646.83,0.4382,-0.0093,0.05,34420,6.6,0.0002,37.09,0.0009,171.18,0.005,211.87,0.005,1965.53,34419.63,1,1,0,0,0,0.10447,0.06647
305,ASX_Trend_Following,SHV.au,Long,2003-05-26,open,5485.0,4.12,2005-05-16,open,5485.0,8.46,zero position,498,1.1824,26719.35,1.4757,-0.0291,0.05,22598,6.6,0.0003,40.83,0.0009,111.89,0.005,233.11,0.005,2961.88,22598.2,1,1,0,0,0,0.53149,1.26237
306,ASX_Trend_Following,ALQ.au,Long,2004-06-21,open,5242.0,6.43,2005-05-23,open,5242.0,9.01,zero position,232,0.4278,14419.77,0.7869,-0.0202,0.05,33706,6.6,0.0002,41.56,0.0009,167.74,0.005,237.46,0.005,943.57,33706.06,1,1,0,0,0,0.81957,0.54164
307,ASX_Trend_Following,CVC.au,Long,2005-03-21,open,27170.0,1.86,2005-05-23,open,27170.0,1.395,zero position,26,-0.2508,-12674.0,0.0484,-0.2473,0.05,50536,6.6,0.0001,33.35,0.0009,251.32,0.005,190.19,0.005,0.0,50536.2,1,1,0,0,0,2.36693,1.375
308,ASX_Trend_Following,CEH.au,Long,2004-04-19,open,33192.0,1.085,2005-05-30,open,33192.0,1.73,zero position,281,0.6869,24737.29,0.9171,-0.0415,0.05,36013,6.6,0.0002,50.53,0.0009,177.58,0.0049,288.77,0.005,3385.58,36013.32,1,1,0,0,0,0.68651,0.56239
309,ASX_Trend_Following,MND.au,Long,2005-05-02,open,2060.0,10.45,2005-06-06,open,8240.0,3.06,zero position,25,0.1697,3652.73,0.1789,-0.1196,0.0234,21527,6.6,0.0003,28.07,0.0011,105.78,0.0049,31.72,0.0013,0.0,21527.0,1,1,0,0,0,0.04597,0.03527
310,ASX_Trend_Following,MND.au,Long,2002-11-18,open,2336.0,2.86,2005-06-06,open,9344.0,3.06,zero position,619,3.6404,24321.04,3.4755,-0.0559,0.0166,6681,6.6,0.001,25.16,0.0009,98.77,0.0148,35.97,0.0013,2441.12,6680.96,1,1,0,0,0,0.09132,0.04
311,ASX_Trend_Following,ORL-201711.au,Long,2005-06-06,open,16932.0,2.6,2005-06-14,open,16932.0,2.04,zero position,5,-0.2162,-9518.92,0.0,-0.3077,0.05,44023,6.6,0.0001,30.4,0.0009,220.12,0.005,173.55,0.005,0.0,44023.2,1,1,0,0,0,0.55857,0.3632
312,ASX_Trend_Following,ALQ.au,Long,2005-05-30,open,4547.0,9.65,2005-07-04,open,4547.0,9.1,zero position,24,-0.0331,-1452.59,0.0155,-0.0777,0.05,43879,6.6,0.0002,36.41,0.0009,218.03,0.005,208.03,0.005,1091.27,43878.55,1,1,0,0,0,0.60329,1.73749
313,ASX_Trend_Following,5GN.au,Long,2005-05-30,open,32785.0,1.345,2005-07-11,open,32785.0,1.185,zero position,29,-0.1199,-5286.39,0.0037,-0.1375,0.05,44096,6.6,0.0001,34.19,0.0009,218.02,0.0049,195.07,0.005,0.0,44095.82,1,1,0,0,0,0.43821,0.6557
314,ASX_Trend_Following,RBS-200606.au,Long,2005-07-04,open,4472.0,10.04,2005-08-01,open,17888.0,2.51,zero position,17,-0.001,-46.11,0.0518,-0.0289,0.05,44899,6.6,0.0001,39.51,0.0009,220.47,0.0049,56.35,0.0013,0.0,44898.88,1,1,0,0,0,0.10072,0.2795
315,ASX_Trend_Following,SAQ-200802.au,Long,2005-07-04,open,7946.0,5.58,2005-08-01,open,7946.0,5.37,zero position,16,-0.0386,-1712.81,0.0036,-0.0358,0.05,44339,6.6,0.0001,37.55,0.0009,220.5,0.005,214.54,0.005,0.0,44338.68,1,1,0,0,0,0.48748,7.946
316,ASX_Trend_Following,TRU-201312.au,Long,2005-05-30,open,4663.0,9.4,2005-09-21,open,4663.0,9.55,zero position,63,0.0362,1586.26,0.1277,-0.0085,0.05,43832,6.6,0.0002,39.19,0.0009,218.0,0.005,223.82,0.005,932.6,43832.2,1,1,0,0,0,0.45158,1.63042
317,ASX_Trend_Following,PAC.au,Long,2005-07-04,open,3618.0,12.28,2005-10-24,open,3618.0,11.94,zero position,79,-0.0067,-297.88,0.1401,-0.0228,0.05,44429,6.6,0.0001,38.02,0.0009,220.52,0.005,217.08,0.005,976.86,44429.04,1,1,0,0,0,0.27337,0.18259
318,ASX_Trend_Following,CSM-200801.au,Long,2004-06-28,open,9357.0,1.245,2005-10-31,open,9357.0,3.18,zero position,339,1.7361,20225.13,2.5904,-0.0602,0.0168,11649,6.6,0.0006,26.18,0.0009,171.46,0.0147,149.71,0.005,2152.11,11649.47,1,1,0,0,0,0.03841,0.00224
319,ASX_Trend_Following,GRX.au,Long,2000-10-16,open,4631.0,2.613,2005-10-31,open,544.825,0.225,zero position,16,-0.9642,-11667.25,0.0,-0.9903,0.05,12101,6.6,0.0005,6.6,0.0538,60.2,0.005,5.21,0.0425,324.17,12100.8,1,1,0,0,0,1.83196,0.02338
320,ASX_Trend_Following,TOR-200511.au,Long,2005-06-14,open,25436.0,1.74,2005-11-04,close,25436.0,1.85,end of data,85,0.0679,3004.31,0.0805,-0.0345,0.05,44259,6.6,0.0001,41.41,0.0009,219.39,0.005,236.55,0.005,254.36,44258.64,1,1,0,0,0,1.27851,10.1744
321,ASX_Trend_Following,DVN-202107.au,Long,2005-10-31,open,75628.0,0.655,2005-11-07,open,75628.0,0.615,zero position,5,-0.062,-3072.65,0.0,-0.0611,0.05,49536,6.6,0.0001,40.93,0.0009,245.79,0.005,234.45,0.005,0.0,49536.34,1,1,0,0,0,1.54054,0.61315
322,ASX_Trend_Following,EVT.au,Long,2005-06-20,open,10551.0,4.17,2005-11-14,open,10551.0,4.19,zero position,104,0.0313,1378.93,0.235,-0.012,0.05,43998,6.6,0.0002,38.9,0.0009,221.04,0.005,222.1,0.005,1213.41,43997.67,1,1,0,0,0,0.83013,0.2354
323,ASX_Trend_Following,CEQ-200606.au,Long,2005-04-26,open,21235.0,2.17,2005-12-29,open,21235.0,2.01,zero position,154,-0.0378,-1742.96,0.129,-0.2488,0.05,46080,6.6,0.0001,37.56,0.0009,229.34,0.005,214.47,0.005,1698.8,46079.95,1,1,0,0,0,1.04585,1.04328
324,ASX_Trend_Following,EQT.au,Long,2005-05-02,open,3794.0,11.96,2006-02-06,open,3794.0,11.44,zero position,122,-0.0236,-1069.18,0.1288,-0.0803,0.05,45376,6.6,0.0001,38.19,0.0009,225.74,0.005,218.16,0.005,948.49,45376.24,1,1,0,0,0,21.07778,0.37324
325,ASX_Trend_Following,PAC.au,Long,2006-01-03,open,4023.0,12.86,2006-03-27,open,4023.0,12.54,zero position,58,-0.0119,-614.21,0.0731,-0.0435,0.05,51736,6.6,0.0001,44.39,0.0009,258.48,0.005,253.45,0.005,724.14,51735.78,1,1,0,0,0,0.33358,0.214
326,ASX_Trend_Following,FEA-201002.au,Long,2006-03-27,open,101489.0,0.625,2006-05-01,open,101489.0,0.565,zero position,22,-0.0969,-6146.4,0.016,-0.136,0.05,63431,6.6,0.0001,50.46,0.0009,312.08,0.0049,289.24,0.005,0.0,63430.62,1,1,0,0,0,0.98773,0.16233
327,ASX_Trend_Following,DTL.au,Long,2006-05-01,open,6448.0,3.42,2006-05-15,open,6448.0,3.33,zero position,10,-0.0304,-670.32,0.0,-0.0351,0.0173,22052,35.55,0.0016,54.45,0.0025,109.62,0.005,108.0,0.005,0.0,22052.16,1,1,0,0,0,0.6141,6.448
328,ASX_Trend_Following,DTL.au,Long,2005-11-07,open,12206.0,3.31,2006-05-15,open,12206.0,3.33,zero position,110,0.0382,1544.41,0.1511,-0.0574,0.0409,40402,6.6,0.0002,35.77,0.0009,200.79,0.005,204.45,0.005,1342.66,40401.86,1,1,0,0,0,0.28626,12.206
329,ASX_Trend_Following,BKL-202307.au,Long,2005-08-01,open,3324.0,13.56,2006-05-22,open,3324.0,14.29,zero position,201,0.097,4372.52,0.0973,-0.0074,0.05,45073,6.6,0.0001,41.8,0.0009,224.37,0.005,238.66,0.005,1994.4,45073.44,1,1,0,0,0,2.6915,0.46587
330,ASX_Trend_Following,OKN-201411.au,Long,2005-04-18,open,16476.0,1.61,2006-06-01,open,16476.0,3.16,reduce position,280,1.0403,27594.09,1.2857,-0.1584,0.0291,26526,6.6,0.0002,78.99,0.0015,230.88,0.0087,261.97,0.005,2141.88,26526.36,1,1,0,0,0,0.18019,0.01843
331,ASX_Trend_Following,SHV.au,Long,2005-06-06,open,4478.0,9.9,2006-06-13,open,4478.0,12.94,zero position,257,0.3623,16063.23,0.5162,-0.0455,0.05,44332,6.6,0.0001,50.99,0.0009,220.09,0.005,291.07,0.005,2507.7,44332.2,1,1,0,0,0,0.3706,0.16312
332,ASX_Trend_Following,PCG-200712.au,Long,2005-07-11,open,76871.0,0.57,2006-06-19,open,76871.0,0.72,zero position,235,0.297,13012.76,0.8596,-0.0351,0.05,43816,6.6,0.0002,48.71,0.0009,219.08,0.005,278.66,0.005,1537.42,43816.47,1,1,0,0,0,1.67475,0.098
333,ASX_Trend_Following,REH.au,Long,2005-06-14,open,3441.0,12.76,2006-06-26,open,3441.0,14.48,zero position,196,0.165,7244.46,0.2304,-0.0321,0.05,43907,6.6,0.0002,43.85,0.0009,219.36,0.005,250.33,0.005,1376.39,43907.16,1,1,0,0,0,4.30125,5.07522
334,ASX_Trend_Following,PRT-202201.au,Long,2005-06-14,open,13475.0,3.22,2006-07-10,open,13475.0,3.28,zero position,216,0.0595,2582.13,0.1957,-0.0963,0.0484,43390,6.6,0.0002,38.89,0.0009,212.23,0.0049,222.34,0.005,1819.12,43389.5,1,1,0,0,0,2.51118,0.16244
335,ASX_Trend_Following,GRO-200611.au,Long,2006-06-19,open,37496.0,1.63,2006-07-17,open,37496.0,1.495,zero position,19,-0.0837,-5117.89,0.0429,-0.0798,0.05,61118,6.6,0.0001,49.33,0.0009,309.34,0.0051,281.22,0.005,0.0,61118.48,1,1,0,0,0,2.01602,1.57414
336,ASX_Trend_Following,LDW-201206.au,Long,2006-05-01,open,7928.0,8.05,2006-08-28,open,7928.0,6.87,zero position,56,-0.1313,-8378.94,0.0186,-0.1429,0.05,63820,6.6,0.0001,47.93,0.0009,317.12,0.005,273.52,0.005,1030.63,63820.4,1,1,0,0,0,3.964,2.29797
337,ASX_Trend_Following,REH.au,Long,2006-07-10,open,4176.0,15.08,2006-08-28,open,4176.0,14.53,zero position,25,-0.0374,-2356.8,0.0212,-0.0584,0.05,62974,6.6,0.0001,53.4,0.0009,313.2,0.005,304.85,0.005,0.0,62974.08,1,1,0,0,0,0.08352,0.47133
338,ASX_Trend_Following,MLT-202109.au,Long,2005-02-28,open,3061.0,16.68,2006-09-25,open,3061.0,19.75,zero position,398,0.25,12765.79,0.295,-0.1007,0.05,51057,6.6,0.0001,53.2,0.0009,247.18,0.0048,303.8,0.005,3428.32,51057.48,1,1,0,0,0,2.55296,0.57679
339,ASX_Trend_Following,DJW.au,Long,2005-06-14,open,11547.0,3.84,2006-10-02,open,11849.416,4.42,zero position,331,0.2724,12080.41,0.2934,-0.0286,0.05,44340,6.6,0.0001,46.09,0.0009,219.39,0.0049,256.34,0.0049,4099.16,44340.48,1,1,0,0,0,0.23607,0.27731
340,ASX_Trend_Following,EVT.au,Long,2006-06-13,open,11780.0,4.82,2006-10-16,open,11780.0,4.68,zero position,84,0.0032,180.43,0.0456,-0.056,0.0448,56780,6.6,0.0001,48.51,0.0009,277.42,0.0049,276.83,0.005,1884.74,56779.6,1,1,0,0,0,15.3186,1.03116
341,ASX_Trend_Following,VWD-200611.au,Long,2006-05-22,open,38299.0,1.66,2006-11-06,open,38299.0,1.63,zero position,117,0.1014,6449.29,0.0753,-0.0904,0.05,63576,6.6,0.0001,54.94,0.0009,315.97,0.005,314.05,0.005,7659.8,63576.34,1,1,0,0,0,0.53267,22.39708
342,ASX_Trend_Following,AQA-201407.au,Long,2006-08-28,open,9306.0,7.03,2006-11-13,open,9306.0,6.47,zero position,48,-0.0806,-5270.94,0.0,-0.111,0.05,65421,6.6,0.0001,52.98,0.0009,323.38,0.0049,302.44,0.005,0.0,65421.18,1,1,0,0,0,1.40024,3.7224
343,ASX_Trend_Following,ICL-201103.au,Long,2005-07-11,open,23001.0,1.91,2006-11-20,open,23001.0,3.4,zero position,345,0.8412,36956.2,1.4503,-0.0419,0.05,43932,6.6,0.0002,68.82,0.0009,219.08,0.005,393.32,0.005,2760.13,43931.91,1,1,0,0,0,1.05268,0.16192
344,ASX_Trend_Following,REA.au,Long,2006-02-06,open,11200.015766,2.86,2006-12-01,open,11366.0,5.67,reduce position,210,1.0086,32305.97,1.129,-0.0699,0.0283,32032,6.6,0.0002,100.6,0.0016,272.54,0.0085,319.2,0.005,0.0,32032.05,1,1,0,0,0,0.87383,0.17096
345,ASX_Trend_Following,PMM-200811.au,Long,2006-11-20,open,13408.0,5.25,2006-12-04,open,13408.0,5.06,zero position,10,-0.0371,-2613.82,0.0,-0.0457,0.05,70392,6.6,0.0001,59.7,0.0009,350.62,0.005,341.23,0.005,0.0,70392.0,1,1,0,0,0,0.55577,0.39656
346,ASX_Trend_Following,SRV.au,Long,2005-06-27,open,15240.0,2.87,2006-12-04,open,15240.0,5.35,zero position,309,0.9477,41450.65,1.1603,-0.0383,0.05,43739,6.6,0.0002,71.75,0.0009,219.46,0.005,409.96,0.005,3733.8,43738.8,1,1,0,0,0,4.74766,0.16208
347,ASX_Trend_Following,IGN.au,Long,2006-07-17,open,18632.0,3.46,2006-12-11,open,18632.0,3.14,zero position,105,-0.0616,-3970.79,0.0347,-0.1069,0.05,64467,6.6,0.0001,51.48,0.0009,317.68,0.0049,294.39,0.005,2049.53,64466.72,1,1,0,0,0,0.33069,0.04657
348,ASX_Trend_Following,WTP-201812.au,Long,2006-08-28,open,13918.0,2.51,2007-01-02,open,13918.0,4.22,reduce position,88,0.7102,24808.76,0.741,-0.0797,0.0265,34934,6.6,0.0002,97.86,0.0017,323.39,0.0093,295.06,0.005,1113.44,34934.18,1,1,0,0,0,0.39631,0.2336
349,ASX_Trend_Following,SKE-201510.au,Long,2005-10-31,open,15756.0,3.13,2007-01-15,open,15756.0,4.79,zero position,304,0.5896,29075.52,0.9169,-0.0799,0.05,49316,6.6,0.0001,66.41,0.0009,245.79,0.005,378.93,0.005,2993.57,49316.28,1,1,0,0,0,0.21398,0.32942
350,ASX_Trend_Following,CNA-201111.au,Long,2005-04-04,open,1179.0,41.21,2007-01-17,open,1179.0,74.63,zero position,193,0.8917,43326.75,1.0917,-0.0779,0.05,48587,6.6,0.0001,77.43,0.0009,241.7,0.005,442.12,0.005,4008.6,48586.59,1,1,0,0,0,4.66008,0.4884
351,ASX_Trend_Following,ANE-200801.au,Long,2006-06-26,open,14606.0,4.26,2007-02-12,open,14606.0,4.08,zero position,153,-0.0197,-1227.52,0.0681,-0.0962,0.05,62222,6.6,0.0001,52.44,0.0009,308.19,0.005,299.42,0.005,1460.6,62221.56,1,1,0,0,0,3.07819,0.04256
352,ASX_Trend_Following,AEC-201011.au,Long,2006-05-15,open,14867.0,4.18,2007-02-19,open,14867.0,4.13,zero position,178,0.0158,980.06,0.2153,-0.1603,0.05,62144,6.6,0.0001,54.03,0.0009,321.87,0.0052,308.49,0.005,1784.04,62144.06,1,1,0,0,0,1.53031,1.11782
353,ASX_Trend_Following,GRR.au,Long,2006-11-13,open,45404.0,1.56,2007-02-26,open,45404.0,1.435,zero position,71,-0.081,-5739.44,0.0256,-0.1154,0.05,70830,6.6,0.0001,57.34,0.0009,348.48,0.0049,326.91,0.005,0.0,70830.24,1,1,0,0,0,1.7166,0.55447
354,ASX_Trend_Following,PCG-200712.au,Long,2007-02-12,open,74425.0,0.735,2007-03-01,open,74425.0,0.795,reduce position,13,0.0801,4383.75,0.1973,-0.1905,0.0347,54702,6.6,0.0001,75.15,0.0013,388.65,0.0071,297.7,0.005,0.0,54702.38,1,1,0,0,0,0.2992,0.15494
355,ASX_Trend_Following,CIX-201412.au,Long,2006-12-04,open,153648.0,0.465,2007-03-26,open,153648.0,0.43,zero position,73,-0.0762,-5442.42,0.1613,-0.086,0.05,71446,6.6,0.0001,58.14,0.0009,357.23,0.005,330.34,0.005,0.0,71446.32,1,1,0,0,0,1.88734,1.34779
356,ASX_Trend_Following,MOZ-202408.au,Long,2005-09-26,open,15440.0,3.22,2007-05-21,open,15440.0,4.4,zero position,383,0.5204,25872.81,0.6149,-0.0652,0.05,49717,6.6,0.0001,59.78,0.0009,247.04,0.005,341.22,0.005,7719.99,49716.8,1,1,0,0,0,1.65523,1.71746
357,ASX_Trend_Following,HME-200712.au,Long,2007-01-15,open,4983.0,14.9,2007-06-25,open,4983.0,14.19,zero position,110,-0.0352,-2610.15,0.0852,-0.047,0.05,74247,6.6,0.0001,62.22,0.0009,369.49,0.005,355.29,0.005,996.6,74246.7,1,1,0,0,0,0.30347,0.38697
358,ASX_Trend_Following,DVN-202107.au,Long,2006-12-11,open,68350.0,1.045,2007-08-13,open,68350.0,1.215,zero position,166,0.1998,14273.87,0.4641,-0.0718,0.05,71426,6.6,0.0001,73.08,0.0009,357.13,0.005,416.94,0.005,2734.05,71425.75,1,1,0,0,0,0.83939,0.3451
359,ASX_Trend_Following,REA.au,Long,2007-01-02,open,4380.25278,5.58,2007-08-20,open,4380.25278,5.1,zero position,159,-0.0886,-2165.58,0.129,-0.1362,0.0167,24442,21.7,0.0009,41.36,0.0019,121.55,0.005,112.35,0.005,0.0,24441.81,1,1,0,0,0,0.90073,0.11124
360,ASX_Trend_Following,REA.au,Long,2006-02-06,open,8620.984234,2.86,2007-08-20,open,8748.747,5.1,zero position,387,0.8078,19916.73,1.2354,-0.0699,0.0217,24656,6.6,0.0003,39.26,0.0009,272.54,0.0111,221.13,0.005,0.0,24656.01,1,1,0,0,0,0.67261,0.21893
361,ASX_Trend_Following,CCV.au,Long,2007-06-25,open,129659.0,0.7,2007-08-27,open,129659.0,0.59,zero position,45,-0.158,-14336.41,0.0571,-0.1786,0.05,90761,6.6,0.0001,67.32,0.0009,450.57,0.005,385.74,0.005,0.0,90761.3,1,1,0,0,0,0.47963,0.14887
362,ASX_Trend_Following,ABA-202502.au,Long,2007-08-27,open,6928.0,12.71,2007-09-17,open,6928.0,12.06,zero position,14,-0.0521,-4583.33,0.0,-0.0598,0.05,88055,6.6,0.0001,73.53,0.0009,431.61,0.0049,419.84,0.005,0.0,88054.88,1,1,0,0,0,8.55309,2.48138
363,ASX_Trend_Following,CCP.au,Long,2005-10-24,open,12745.0,3.87,2007-09-24,open,12745.0,10.4,zero position,479,1.7908,88327.06,2.3566,-0.0052,0.05,49323,6.6,0.0001,116.64,0.0009,245.34,0.005,665.93,0.005,5225.45,49323.15,1,1,0,0,0,3.18625,0.14682
364,ASX_Trend_Following,CIN.au,Long,2005-11-07,open,2973.0,16.58,2007-10-01,open,2973.0,21.59,zero position,324,0.3696,18220.87,0.7014,-0.035,0.05,49292,6.6,0.0001,56.48,0.0009,245.27,0.005,322.57,0.005,3389.22,49292.34,1,1,0,0,0,2.4775,1.97018
365,ASX_Trend_Following,COU-201111.au,Long,2005-11-14,open,27518.0,1.81,2007-10-01,open,27518.0,2.81,zero position,474,0.6283,31295.87,0.9282,-0.0055,0.05,49808,6.6,0.0001,68.05,0.0009,247.66,0.005,388.0,0.005,3852.52,49807.58,1,1,0,0,0,0.00669,0.29815
366,ASX_Trend_Following,MIR.au,Long,2007-10-01,open,38243.0,2.43,2007-11-05,open,38243.0,2.31,zero position,25,-0.0503,-4673.5,0.0,-0.0576,0.05,92930,6.6,0.0001,77.74,0.0009,458.92,0.0049,443.62,0.005,0.0,92930.49,1,1,0,0,0,2.01385,0.38262
367,ASX_Trend_Following,AVR-200711.au,Long,2007-08-13,open,48332.0,1.82,2007-11-14,close,48332.0,1.83,end of data,60,0.0045,398.89,0.0165,-0.0385,0.05,87964,6.6,0.0001,77.83,0.0009,439.82,0.005,444.65,0.005,0.0,87964.24,1,1,0,0,0,2.69499,0.0173
368,ASX_Trend_Following,WHF.au,Long,2007-09-24,open,19043.0,4.74,2007-11-19,open,19043.0,4.58,zero position,40,-0.0178,-1606.79,0.0211,-0.0359,0.05,90264,6.6,0.0001,76.75,0.0009,450.37,0.005,437.99,0.005,1523.44,90263.82,1,1,0,0,0,0.27285,0.56374
369,ASX_Trend_Following,WTP-201812.au,Long,2007-03-01,open,7026.0,3.86,2007-12-10,open,7026.0,4.97,zero position,196,0.331,8978.15,0.6399,-0.1036,0.0181,27120,27.33,0.001,58.06,0.0017,140.52,0.0052,175.3,0.005,1264.68,27120.36,1,1,0,0,0,0.09091,0.10878
370,ASX_Trend_Following,WTP-201812.au,Long,2006-08-28,open,12374.0,2.51,2007-12-10,open,12374.0,4.97,zero position,325,1.0817,33596.56,1.5219,-0.0797,0.0235,31059,6.6,0.0002,54.12,0.0009,323.39,0.0104,308.73,0.005,3217.24,31058.74,1,1,0,0,0,0.35234,0.19158
371,ASX_Trend_Following,PCG-200712.au,Long,2007-04-02,open,58374.0,0.875,2007-12-21,close,58374.0,1.375,end of data,183,0.5892,30095.5,0.6,-0.0743,0.032,51077,21.21,0.0004,91.84,0.0011,253.93,0.005,402.78,0.005,1021.55,51077.25,1,1,0,0,0,0.08174,10.61732
372,ASX_Trend_Following,PCG-200712.au,Long,2007-02-12,open,32788.0,0.735,2007-12-21,close,32788.0,1.375,end of data,218,0.8926,21511.84,0.9048,-0.1905,0.0153,24099,6.6,0.0003,39.67,0.0009,388.65,0.0161,226.24,0.005,573.79,24099.18,1,1,0,0,0,0.13181,5.96362
373,ASX_Trend_Following,ABA-202502.au,Long,2007-11-19,open,7548.0,12.66,2007-12-24,open,7548.0,11.84,zero position,25,-0.0657,-6274.6,0.0,-0.0908,0.05,95558,6.6,0.0001,78.64,0.0009,475.52,0.005,449.11,0.005,0.0,95557.68,1,1,0,0,0,1.26857,15.06587
374,ASX_Trend_Following,TWO-201208.au,Long,2006-10-02,open,40962.0,1.6,2007-12-24,open,40962.0,2.59,zero position,309,0.6578,43114.95,0.9875,-0.0594,0.05,65539,6.6,0.0001,93.36,0.0009,327.7,0.005,532.51,0.005,2662.53,65539.2,1,1,0,0,0,1.62936,0.83101
375,ASX_Trend_Following,FID.au,Long,2007-05-21,open,30587.0,2.66,2007-12-31,open,30587.0,2.71,zero position,113,0.0404,3285.03,0.1654,-0.0414,0.0469,81361,6.6,0.0001,72.94,0.0009,405.28,0.005,415.98,0.005,1835.22,81361.42,1,1,0,0,0,0.12537,5.81502
